bathrooms,parkingSpaces,suites,monthlyCondoFee,usableAreas,bedrooms,backyard,barbgrill,bathtub,fireplace,furnished,garden,guestpark,gym,hottub,partyhall,playground,pool,sauna,sportcourt,tenniscourt,imvl_type,address.region,salePrice
2,4,1,1382,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,695000
3,2,1,1382,147,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1100000
5,4,1,1382,430,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,980000
1,1,1,1382,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,280000
5,3,3,1382,220,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,900000
3,2,2,1382,280,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,980000
2,2,1,1382,121,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,450000
4,4,1,1382,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
1,2,1,1382,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,120000
1,1,2,235,70,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,350000
3,3,1,1382,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,500000
5,4,3,1300,283,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,casas,Sudeste,1300000
5,6,3,1382,360,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1300000
2,2,0,1382,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,220000
5,6,3,1382,580,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,2900000
1,3,1,1382,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,720000
1,1,1,1382,150,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,500000
2,1,1,1382,140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,360000
2,5,1,1382,180,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,460000
2,2,1,1382,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
1,2,1,1382,141,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,607000
4,6,1,407,370,3,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,casas,Sudeste,850000
3,2,1,600,149,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,casas,Sudeste,700000
1,1,1,1382,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,250000
4,3,1,1382,250,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,690000
5,4,1,1382,333,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sul,850000
3,1,1,1382,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,600000
3,3,1,1382,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
4,2,3,1382,128,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,860000
3,2,1,1382,90,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
2,4,1,1382,202,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
5,5,2,1382,345,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1100000
2,3,1,1382,300,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,800000
4,2,1,1382,333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
2,3,1,1382,170,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1200000
1,2,1,1382,125,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,320000
3,2,1,1382,150,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,580000
3,2,1,399,135,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,700000
3,3,1,450,207,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,casas,Sul,550000
2,4,1,1382,240,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,680000
2,2,2,1382,140,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,510000
1,1,1,1382,110,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
1,3,0,1382,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,990000
3,2,1,1382,132,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
1,6,0,1382,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,250000
1,2,1,1382,81,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,210000
1,2,1,1382,120,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,400000
3,2,1,1382,300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,900000
5,4,3,900,580,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,3000000
4,4,1,1382,220,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
1,1,1,528,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,600000
1,3,2,1382,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,790000
1,2,1,1382,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
4,3,1,1382,192,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,700000
2,2,1,150,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,560000
5,2,3,1382,280,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1060000
5,2,3,1382,316,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,954000
5,4,3,1382,280,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
2,2,1,1382,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,400000
6,6,4,1382,335,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1490000
2,4,0,1382,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,420000
4,3,2,1382,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1300000
3,4,1,1382,234,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1400000
4,3,3,1382,254,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1200000
3,2,1,1382,164,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,500000
2,5,1,1382,180,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1500000
2,4,1,1382,170,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
3,2,1,550,117,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,casas,Sudeste,540000
1,2,1,1382,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,245000
4,6,1,1382,342,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Centro-Oeste,699500
2,2,1,1382,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,450000
6,3,3,1382,840,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,casas,Sudeste,7900000
2,2,0,450,90,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,casas,Sudeste,380000
3,2,1,1382,154,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,350000
2,5,1,1382,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,280000
3,2,2,50,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,395000
2,1,1,1382,196,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,650000
3,3,1,1382,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1280000
3,1,3,1382,340,3,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,casas,Sudeste,2225000
1,1,1,1382,163,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,200000
3,2,1,1382,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,520000
3,3,3,1382,116,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,690000
7,4,4,1382,302,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,casas,Sudeste,980000
1,2,1,1382,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,790000
4,4,1,1382,350,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1250000
4,1,2,1382,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,630000
1,3,0,1382,166,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,580000
2,2,0,360,70,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,casas,Sudeste,369000
2,2,1,1382,180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,720000
1,3,1,1382,153,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,580000
4,2,3,1382,403,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1380000
2,1,1,1382,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1500000
3,7,2,1382,588,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,650000
2,2,1,1382,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,400000
6,4,4,1200,650,4,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,casas,Sudeste,3350000
3,2,1,1382,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,640000
2,2,1,1382,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,220000
7,4,2,1382,450,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,2500000
3,5,1,250,273,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1199000
6,5,1,1382,600,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,2700000
3,3,1,1382,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1200000
4,4,3,1382,193,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,630000
1,1,1,1382,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,245000
2,3,1,1382,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,700000
4,2,1,1382,125,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,520000
3,2,1,1382,135,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,480000
1,0,0,298,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,400000
1,3,1,200,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,570000
3,2,1,1382,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
4,3,1,1382,244,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,890000
3,4,1,1382,350,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,800000
6,6,3,1382,287,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1050000
2,2,1,1382,278,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
2,5,1,1382,257,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,780000
3,3,1,1382,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,690000
3,1,1,1382,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1500000
1,2,1,1382,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,220000
5,6,3,1382,350,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1050000
1,1,0,1382,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,280000
4,2,3,1382,290,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1200000
2,2,1,1382,196,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,780000
3,2,0,1382,180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
2,5,1,1382,170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
3,4,1,1382,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,740000
2,2,1,1382,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,600000
1,1,0,1382,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,150000
3,4,2,1382,200,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,690000
5,2,3,1382,250,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1370000
2,2,1,1382,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,800000
3,2,1,1382,188,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
3,1,1,1382,162,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,650000
2,1,1,1382,100,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,460000
2,1,1,1382,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,320000
8,5,4,960,1057,5,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,casas,Sudeste,4899850
1,3,1,1382,195,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,600000
13,2,1,650,110,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,560000
5,4,3,1382,340,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,casas,Sudeste,1600000
3,3,2,1382,264,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Nordeste,600000
2,3,1,1382,200,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,490000
1,1,1,1382,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,80000
4,4,1,1382,212,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,720000
1,3,0,1382,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,900000
1,1,0,1382,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,260000
4,4,3,1382,170,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1300000
2,4,1,1382,185,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,730000
2,1,1,1382,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,692010
1,2,2,1382,205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,950000
2,2,2,1382,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,450000
5,4,2,1382,390,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,800000
2,2,2,1382,98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,480000
2,4,1,1382,325,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
1,2,1,1382,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,400000
4,5,1,1382,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,430000
3,4,1,1382,205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1460000
2,1,1,450,85,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,casas,Sudeste,480000
3,10,1,1382,450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,790000
3,8,1,1382,540,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,8000000
2,4,2,1382,180,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,810000
4,4,2,1382,314,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1200000
4,1,1,1382,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1300000
3,9,2,1382,212,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,575000
5,6,2,1382,401,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,casas,Sudeste,9000000
5,4,2,1382,169,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,790000
2,1,1,1382,434,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1500000
3,1,1,1382,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,620000
2,4,2,1382,298,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,980000
3,2,1,1382,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,640000
2,5,1,1382,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,600000
2,2,0,1382,132,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Nordeste,150000
3,1,3,1382,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,690000
7,4,3,1382,400,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1600000
4,4,2,1382,220,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1000000
2,2,0,1382,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,530000
5,4,2,1382,530,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1100000
2,4,1,1382,100,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,700000
4,3,1,1382,300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,949800
6,3,1,1382,350,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,casas,Sudeste,3090000
2,2,1,1382,155,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,500000
3,4,1,1382,394,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,750000
2,2,1,1382,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,800000
3,4,1,1382,200,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1100000
3,2,1,1382,153,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
1,4,1,1382,250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,780000
6,4,3,1382,466,5,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,casas,Centro-Oeste,1250000
3,8,1,1382,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1400000
3,2,1,1382,240,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1470000
1,2,1,1382,330,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
1,1,1,1382,84,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
3,2,1,1382,132,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,750000
2,1,2,1382,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,240000
2,1,1,1382,62,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,295000
1,4,2,1382,294,4,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,casas,Sudeste,980000
6,6,6,1382,465,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,780000
3,1,1,1382,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,320000
4,4,1,1382,250,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,casas,Sudeste,1700000
2,4,1,1382,134,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,495000
2,1,1,1382,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
3,5,3,1382,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
6,4,3,1382,229,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1145000
6,3,4,1382,280,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1800000
1,1,1,1382,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,100000
2,1,1,1382,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,250000
3,3,1,1382,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,850000
4,7,1,1382,221,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,690000
2,1,1,1382,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1150000
1,2,1,1382,47,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,200000
5,5,1,1382,2500,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,900000
6,4,4,1382,504,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,casas,Sudeste,2280000
2,2,1,1382,132,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,580000
7,5,4,1000,469,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,2200000
2,2,1,1382,234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1100000
3,4,1,550,218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,930000
2,2,1,1382,223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1590000
6,2,4,1382,293,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,casas,Nordeste,700000
4,2,1,1382,200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1400000
6,4,3,1382,220,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1850000
2,1,1,1382,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,265000
2,2,1,1382,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,500000
2,5,0,1382,151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,890000
6,4,4,1382,700,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,casas,Sul,1600000
6,4,1,1382,380,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,2300000
3,2,1,1382,200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,900000
4,3,1,1382,180,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,900000
3,4,1,1200,300,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,casas,Sudeste,1800000
6,2,4,1382,300,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1400000
5,4,4,1382,160,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,978000
0,0,0,1382,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,279000
3,3,3,1382,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1500000
4,2,4,1382,160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1300000
4,4,1,1382,212,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1100000
1,2,1,1382,150,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,290000
1,2,1,1382,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,420000
4,2,0,1382,300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
6,5,3,1382,400,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1800000
2,0,1,1382,358,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,5800000
2,2,0,630,80,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,390000
2,2,4,563,757,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,casas,Sudeste,1790000
7,6,4,900,430,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,casas,Sudeste,3450000
2,4,1,1382,351,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,casas,Sudeste,1100000
3,3,3,1382,360,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1100000
2,1,1,1382,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,420000
4,6,1,1382,250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1490000
5,4,4,1382,520,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,1450000
2,2,1,1382,160,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,860000
5,2,4,1382,150,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,casas,Nordeste,399999
3,3,1,1382,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,780000
2,4,1,1382,248,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1120000
6,4,4,1382,380,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,1950000
2,2,1,1382,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casas,Sudeste,550000
2,4,1,1382,182,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,casas,Sudeste,850000
4,3,1,1382,310,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,casas,Sul,730000
