bathrooms,parkingSpaces,suites,monthlyCondoFee,usableAreas,bedrooms,backyard,barbgrill,bathtub,fireplace,furnished,garden,guestpark,gym,hottub,partyhall,playground,pool,sauna,sportcourt,tenniscourt,imvl_type,address.region,salePrice
2,1,1,1382,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
2,2,1,1382,78,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
3,2,1,520,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,619434
2,1,1,1382,65,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,420000
2,1,1,350,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,821,84,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,550002
2,0,1,450,74,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,290000
1,1,1,1382,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,280000
2,1,0,240,59,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,150000
2,1,1,1382,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,360000
3,0,1,900,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,520000
3,2,1,1382,115,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,750000
4,2,3,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,970000
3,2,1,1150,115,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,740000
2,1,1,1,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,220000
2,1,1,465,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,395000
1,1,1,90,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,140000
4,2,2,1382,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,750000
2,1,1,710,85,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,700000
1,1,0,360,46,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
3,1,1,600,83,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,320000
4,2,3,1382,130,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,950000
2,2,1,1382,105,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,590000
5,2,3,600,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,943676
1,1,1,1382,52,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,255000
2,1,0,250,130,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
2,1,1,450,73,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,508000
2,1,1,1,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
3,1,1,900,92,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,560000
2,1,1,10,61,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,1,1,450,81,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,370000
2,2,1,1382,67,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
3,2,1,850,103,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,650000
5,3,3,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,932347
2,1,1,800,121,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,0,0,1382,69,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,485000
2,2,1,342,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,320000
3,1,1,820,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,465000
2,1,1,1382,69,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,550,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,655000
3,1,1,550,69,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,500000
5,2,3,550,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,938000
1,1,0,1382,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,180000
4,2,3,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,849000
1,1,0,300,45,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,175000
1,1,1,250,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
1,2,2,1382,78,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,390000
2,2,1,1382,85,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,679000
2,1,1,270,51,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,247123
2,1,1,570,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,290000
1,1,1,1382,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,330000
3,2,1,1382,108,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,660000
1,0,0,492,58,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,315000
5,2,3,1100,150,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
2,0,1,1382,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,245000
2,1,1,500,92,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,390000
1,1,1,920,71,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,295000
1,0,0,10,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,280000
2,1,1,390,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,240000
1,1,0,1,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,160000
3,2,1,1382,115,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,745001
2,2,1,1382,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,500000
1,1,1,1382,40,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,173900
2,1,1,300,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
3,2,2,1382,112,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,840000
1,2,2,800,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850003
2,1,1,1,67,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,468796
2,1,1,675,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,640000
2,1,1,300,69,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,320000
2,1,1,350,63,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,315000
3,3,3,850,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,932347
2,1,1,280,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,240000
3,1,1,1382,72,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,581089
1,1,1,1382,59,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,200000
2,1,1,500,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,621000
1,1,0,240,53,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
3,1,1,800,89,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,700000
3,2,1,650,92,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,790000
2,0,2,1382,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,285138
2,1,1,1382,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,245000
3,1,1,1382,67,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,267000
2,1,0,450,62,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,280000
2,1,1,1382,80,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,680000
2,1,1,1382,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,365000
1,1,0,610,59,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,390000
2,1,1,260,48,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,180000
1,2,2,1382,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,690000
2,1,1,1382,62,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,290000
2,1,1,360,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,310000
2,1,1,1382,63,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,342827
2,0,1,485,65,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,270000
2,1,1,1382,78,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
4,2,2,1382,96,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,660000
1,1,1,1382,49,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
2,1,1,550,69,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,500000
1,2,2,550,82,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,420000
2,1,1,350,49,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,201111
5,1,3,1700,165,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,700000
2,2,1,1382,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,587000
5,2,3,1382,150,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,1000000
3,2,1,1382,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,721000
1,2,3,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,932347
1,1,2,1382,46,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,243000
2,1,1,350,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
3,1,1,380,74,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,315000
1,1,0,500,57,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
3,1,1,1382,108,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,470000
2,1,1,600,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
2,2,1,500,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,1,1,300,56,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,341000
2,1,1,360,71,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
2,1,1,1,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,288138
2,2,1,1382,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,550000
2,1,1,1382,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,574300
2,1,1,580,126,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,420000
2,1,1,500,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
3,2,1,1382,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,572000
1,1,1,411,65,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
5,2,3,1150,136,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,980000
2,1,1,450,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,395000
4,2,3,1382,125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,810000
2,2,1,656,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,550000
2,1,0,1382,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,330000
2,1,1,1382,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
1,0,0,1382,58,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
3,2,2,820,82,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,689020
3,2,3,850,110,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
2,1,1,1382,105,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,430000
2,1,1,640,95,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,360000
3,2,1,950,105,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,550000
2,0,1,736,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,1,72,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,515000
1,1,1,385,73,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
2,1,1,250,47,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
3,1,1,870,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
2,2,1,290,115,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,1,1,1382,73,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,320000
2,1,1,800,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
2,1,1,1382,85,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,665729
4,3,3,1,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,930000
3,2,2,1382,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
1,1,0,170,50,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,165000
2,1,1,263,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
3,2,2,550,82,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,420000
3,1,1,790,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
5,1,4,800,167,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
1,1,1,600,76,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,471882
2,2,1,600,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,1,1,200,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,370000
4,2,2,1382,92,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,560000
2,1,1,1382,95,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
2,1,1,1382,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,493000
2,2,1,380,65,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,1111,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,288138
2,1,1,370,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,265000
2,1,0,700,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,440000
1,1,1,338,46,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,188887
1,1,1,289,115,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,270000
1,1,1,850,115,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,750000
1,1,0,1382,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,175000
2,1,0,400,90,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,215000
1,1,0,1382,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
2,1,1,700,125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,330000
3,2,1,1600,185,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,780000
2,2,0,420,65,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,291000
2,1,1,1382,52,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
2,1,1,800,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,420000
2,1,1,1382,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,410000
2,1,1,180,70,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,250000
2,1,1,1382,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,375000
4,2,3,1,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,936000
4,2,3,850,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,938000
3,1,1,500,79,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,450,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,230000
4,3,3,800,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,900000
3,2,2,900,77,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,780000
3,1,2,730,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,490000
3,2,2,1111,79,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,631127
2,1,0,400,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,275000
1,1,1,300,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,220000
3,1,1,1382,114,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,320000
3,2,1,1382,77,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,650000
1,1,1,250,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,200000
4,2,3,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,923116
2,1,1,1382,161,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,370000
2,1,1,460,68,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
2,1,1,700,98,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,430000
2,1,1,10,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,410000
1,1,1,338,46,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
1,1,1,1382,52,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,257457
2,2,1,650,77,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,650000
2,1,1,1382,62,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
1,1,1,1382,51,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,247148
2,2,1,500,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,260000
1,1,1,440,54,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
2,1,1,450,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
2,4,1,300,450,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,800000
2,1,1,420,71,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,340000
2,1,1,360,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
1,2,3,600,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,985000
2,1,1,630,60,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,600000
2,1,1,400,64,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
2,1,1,390,54,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,240001
1,1,1,1382,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,100000
2,1,0,1382,66,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,280000
2,2,1,1382,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,490000
1,2,1,1382,77,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,700000
3,1,0,700,110,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
4,2,3,1382,125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
2,1,1,500,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
2,1,1,465,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,330000
1,1,1,470,56,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,290000
2,2,1,1382,79,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,390000
5,1,3,870,170,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,780000
5,2,0,1382,123,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,950000
3,2,2,1200,95,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,890000
2,1,0,550,91,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,380000
2,1,1,1382,66,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,395000
3,1,0,1382,90,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
2,2,1,1382,68,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
1,1,0,780,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,430000
2,1,1,500,76,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,411842
2,2,1,1382,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,500000
2,1,1,350,64,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
2,1,1,1382,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,680000
4,2,3,1382,125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,940000
1,1,1,1382,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,429700
2,1,1,400,79,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
3,1,2,1,135,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,530000
2,0,1,2,71,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,190000
3,2,2,893,78,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,850000
1,2,1,1382,75,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,430000
1,1,0,280,66,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,280000
2,1,1,1382,118,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,300000
3,2,2,700,92,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,660000
1,1,0,1382,53,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,50000
2,1,1,400,72,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,330000
2,1,0,700,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,360000
2,3,1,600,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,890000
2,2,1,500,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,670000
2,1,0,1382,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
3,1,1,1382,89,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,597000
3,1,1,1382,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,450000
1,2,1,1382,92,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,680000
1,1,0,1382,50,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,366000
1,1,1,1382,65,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,315000
2,1,1,500,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,350000
1,1,1,1382,42,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,174000
2,1,1,1382,63,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,252000
1,1,1,1382,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,apartamentos,Norte,210000
