imvl_type,listing.address.state,listing.backyard,listing.barbgrill,listing.bathrooms,listing.bathtub,listing.bedrooms,listing.fireplace,listing.furnished,listing.garden,listing.guestpark,listing.gym,listing.hottub,listing.parkingSpaces,listing.partyhall,listing.playground,listing.pool,listing.pricingInfo.monthlyCondoFee,listing.pricingInfo.salePrice,listing.pricingInfo.yearlyIptu,listing.sauna,listing.sportcourt,listing.suites,listing.tenniscourt,listing.usableAreas
apartamentos,pe,False,False,1,False,1,False,False,False,False,False,False,1,True,True,True,90,270.000,90,False,False,,False,30
apartamentos,pe,False,False,1,False,2,False,False,False,False,True,False,1,False,True,True,66,396.440,66,False,False,1,False,56
apartamentos,pe,False,True,2,False,3,False,False,False,False,False,False,1,False,False,True,500,450.000,250,False,False,1,False,69
apartamentos,pe,False,True,1,False,3,False,False,False,False,False,False,1,False,False,True,765,490.000,200,False,True,1,False,70
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,False,True,True,1,509.900,1,False,True,2,False,63
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,1,True,True,False,615,560.000,4.300,False,True,1,False,80
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,False,,369.000,,False,False,1,False,58
apartamentos,pe,False,True,3,False,2,False,True,True,False,False,False,1,True,False,False,750,340.000,1.485,False,False,1,False,95
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,1,373.000,1,False,False,1,False,55
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,True,True,650,525.000,100,False,True,1,False,79
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,2,True,True,True,1.200,600.000,320,False,False,1,False,142
apartamentos,pe,False,True,3,False,3,False,True,True,False,True,False,2,True,True,True,800,759.000,290,False,True,1,False,83
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,True,True,,700.000,,False,False,1,False,91
apartamentos,pe,False,True,2,False,3,False,False,False,False,True,False,1,True,True,True,850,450.001,2.190,True,True,1,False,72
apartamentos,pe,False,True,2,False,2,False,True,True,False,True,False,1,True,True,True,600,460.000,1.600,False,True,1,False,56
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,False,True,550,470.000,,False,False,1,False,70
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,1,288.700,1,False,False,1,False,49
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,1,502.000,1,True,False,1,False,72
apartamentos,pe,False,True,3,False,3,False,False,True,False,False,False,1,True,True,True,1,399.000,1,False,False,1,False,61
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,1,265.000,1,False,False,1,False,49
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,2,True,True,True,1,944.999,1,False,True,1,False,84
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,True,True,500,460.000,1.800,False,True,1,False,72
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,650,350.000,,False,False,1,False,62
apartamentos,pe,False,True,2,False,2,False,False,True,False,False,False,1,False,True,False,,310.000,,False,False,,False,57
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,True,True,650,383.951,171,False,True,1,False,58
apartamentos,pe,False,True,2,False,3,False,False,False,False,True,False,2,True,True,True,1,852.900,1,True,False,1,False,90
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,True,True,99,465.034,99,True,False,1,False,57
apartamentos,pe,False,False,2,False,2,False,False,True,False,False,False,1,True,True,True,575,370.000,,False,False,1,False,64
apartamentos,pe,False,True,3,False,3,False,False,True,False,False,False,1,True,True,True,850,520.000,,False,False,1,False,72
apartamentos,pe,False,False,2,False,2,False,True,False,False,False,False,1,False,False,False,305,207.000,590,False,False,1,False,74
apartamentos,pe,False,False,3,False,3,False,False,True,False,True,False,2,True,True,True,800,794.990,250,True,True,1,False,99
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,1,265.000,1,False,False,1,False,49
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,False,True,True,300,311.000,1.900,False,False,1,False,45
apartamentos,pe,False,False,2,False,2,False,True,False,False,True,False,1,True,True,True,,450.000,,False,False,1,False,58
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,1,260.000,1,False,False,,False,45
apartamentos,pe,False,True,2,False,3,False,False,True,False,False,False,1,True,True,True,450,410.000,1,False,False,1,False,65
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,,350.000,,False,False,1,False,62
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,True,True,False,1,310.000,1,False,False,1,False,56
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,True,False,True,1,405.001,1,False,False,1,False,65
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,650,450.000,2,False,True,1,False,72
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,True,False,True,,332.000,,False,False,1,False,51
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,False,True,True,300,310.000,120,False,True,1,False,46
apartamentos,pe,False,False,4,False,4,False,False,True,False,False,False,2,True,True,True,850,900.000,2,False,False,2,False,130
apartamentos,pe,False,True,3,False,3,False,False,False,False,True,False,2,True,True,True,,680.000,,False,False,1,False,84
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,True,True,True,548,450.026,98,False,False,1,False,50
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,1,False,False,False,1.070,360.000,1.134,False,False,1,False,108
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,400,390.000,130,False,False,1,False,47
apartamentos,pe,False,False,3,False,3,False,False,True,False,True,False,1,True,True,True,585,430.000,165,False,False,1,False,67
apartamentos,pe,False,True,1,False,1,False,False,True,False,True,False,1,True,True,True,,234.900,,False,True,1,False,29
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,595,560.000,,False,True,1,False,80
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,430,350.000,,False,False,,False,60
apartamentos,pe,False,False,4,False,4,False,False,False,False,False,False,2,True,False,True,1,950.000,,False,False,2,False,143
apartamentos,pe,False,False,1,False,2,False,False,True,False,False,False,0,False,False,False,1,265.000,1,False,False,1,False,53
apartamentos,pe,False,True,2,False,3,False,False,False,False,True,False,2,True,False,False,100,639.000,1.000,True,True,1,True,76
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,450,389.000,150,False,False,1,False,61
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,True,True,True,550,470.000,1.100,False,False,1,False,50
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,False,True,True,300,306.000,1.800,False,False,1,False,45
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,1,419.000,1,False,False,1,False,68
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,False,True,1,409.999,1,False,False,1,False,56
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,3,True,True,True,900,759.000,,False,True,2,False,108
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,True,True,,350.999,,False,False,1,False,53
apartamentos,pe,False,True,1,False,3,False,False,True,False,True,False,1,True,True,True,1,375.000,1,False,True,1,False,60
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,False,True,1,911.911,1,False,False,1,False,84
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,True,False,True,655,486.000,175,True,False,1,False,54
apartamentos,pe,False,False,2,False,4,False,False,False,False,False,False,2,True,True,False,,960.000,,False,False,1,False,202
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,False,,335.000,,False,False,1,False,5261
apartamentos,pe,False,False,1,False,23,False,False,False,False,False,False,12,False,False,False,,505.000,,False,False,12,False,6295
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,False,,515.000,,False,False,1,False,5558
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,,490.000,,True,True,1,False,63
apartamentos,pe,False,False,1,False,2,False,False,False,False,True,False,2,True,True,True,,410.700,,False,False,1,False,50
apartamentos,pe,False,False,1,False,2,False,False,True,False,True,False,1,True,True,True,,422.635,,False,True,1,False,56
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,False,,284.480,,False,False,1,False,42
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,1,400.230,1,True,True,1,False,56
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,True,True,795,719.000,275,False,False,1,False,86
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,485,430.000,200,False,True,1,False,64
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,1,True,True,False,880,435.000,,False,False,1,False,98
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,True,True,690,455.000,,False,True,1,False,84
apartamentos,pe,False,True,3,False,3,False,False,False,False,True,False,2,True,True,True,900,999.000,,False,False,1,False,98
apartamentos,pe,False,False,2,False,2,False,False,True,False,False,False,1,True,True,True,1,330.000,1,False,False,1,False,47
apartamentos,pe,False,True,2,False,2,False,True,True,False,True,False,1,True,True,True,1,349.900,1,False,False,1,False,41
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,1,True,True,True,500,408.000,,False,True,1,False,65
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,,400.000,,False,False,1,False,44
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,2,True,False,True,950,630.000,1.700,False,False,1,False,70
apartamentos,pe,False,True,3,False,3,False,False,False,False,True,False,1,True,True,True,550,440.000,,False,True,1,False,72
apartamentos,pe,False,True,1,False,3,False,False,True,False,True,False,1,True,True,True,511,450.000,1.910,False,True,1,False,62
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,1,True,True,True,500,419.900,,False,True,1,False,65
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,0,False,False,False,514,559.900,1,False,False,1,False,70
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,True,True,700,490.000,2,False,True,1,False,72
apartamentos,pe,False,False,1,False,1,False,False,True,False,True,False,1,False,True,True,1,267.400,1,False,False,,False,28
apartamentos,pe,False,True,2,False,2,False,False,True,False,False,False,1,True,True,True,1,289.000,1,False,False,1,False,45
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,300,320.000,1,False,False,1,False,45
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,600,460.000,2.000,False,False,1,False,85
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,800,547.999,110,False,False,1,False,79
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,False,True,600,392.000,42,False,True,1,False,56
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,1,False,False,True,885,540.000,254,False,False,1,False,77
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,,380.000,,False,False,1,False,60
apartamentos,pe,False,True,1,False,1,False,False,True,False,True,False,1,True,True,True,1,268.000,1,False,False,,False,28
apartamentos,pe,False,False,1,False,2,False,False,False,False,True,False,1,False,False,False,644,340.000,900,False,False,0,False,50
apartamentos,pe,False,True,3,False,3,False,False,False,False,True,False,2,True,False,True,1,540.000,1,False,True,1,False,79
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,0,False,False,True,660,330.000,130,False,False,1,False,55
apartamentos,pe,False,False,1,False,1,False,False,False,False,False,False,2,False,False,False,800,600.000,216,False,False,1,False,62
apartamentos,pe,False,True,3,False,3,False,False,True,False,False,False,2,True,True,True,1.200,750.000,3.522,True,False,1,False,115
apartamentos,pe,False,False,1,False,4,False,False,False,False,False,False,0,False,False,False,,255.000,,False,False,2,False,90
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,,True,False,True,550,550.000,1,False,False,1,False,72
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,2,False,False,False,1,847.094,1,False,False,1,False,96
apartamentos,pe,False,False,1,False,2,False,False,True,False,False,False,1,True,False,True,455,350.000,155,False,False,1,False,52
apartamentos,pe,False,False,4,False,3,False,False,False,False,False,False,2,False,False,False,,750.000,,False,False,2,False,111
apartamentos,pe,False,True,2,False,2,False,False,False,False,False,False,1,True,True,True,450,329.000,1,False,False,1,False,48
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,False,True,350,276.000,2,False,False,1,False,45
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,2,False,True,False,,975.000,,False,False,1,False,168
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,2,True,True,True,700,735.000,,False,False,1,False,87
apartamentos,pe,False,False,3,False,2,False,False,False,False,False,False,1,False,False,False,850,320.000,,False,False,1,False,84
apartamentos,pe,False,False,2,False,3,False,False,True,False,False,False,1,False,False,True,,560.000,,False,False,1,False,66
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,11,265.000,11,True,True,1,True,51
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,1,True,True,True,,580.000,,False,True,2,False,90
apartamentos,pe,False,False,5,False,4,False,False,True,False,False,False,2,True,True,True,1,907.000,1,False,True,2,False,143
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,600,462.718,154,True,True,1,True,56
apartamentos,pe,False,False,1,False,3,False,False,False,False,True,False,2,False,False,True,1,943.000,1,False,False,1,False,84
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,1,True,True,False,550,550.000,,True,False,1,False,70
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,1,False,False,True,1,340.000,1,False,False,1,False,65
apartamentos,pe,False,False,1,False,3,False,False,True,False,False,False,2,True,False,False,750,650.000,203,False,False,1,False,142
apartamentos,pe,False,False,1,False,1,False,False,False,False,False,False,1,False,False,False,,280.000,,False,False,1,False,36
apartamentos,pe,False,True,1,False,2,False,False,True,False,False,False,1,True,True,True,1,369.000,1,False,False,1,False,56
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,2,True,True,True,800,786.000,300,True,False,1,False,90
apartamentos,pe,False,False,2,False,3,False,False,False,False,True,False,1,True,True,True,520,390.000,,False,False,1,False,60
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,1,273.700,1,False,False,1,False,49
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,True,True,True,548,450.008,98,False,False,1,False,50
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,400,317.000,1.500,True,True,1,False,45
apartamentos,pe,False,True,1,False,1,False,False,True,False,True,False,1,True,False,True,1,379.000,1,False,False,0,False,34
apartamentos,pe,False,True,2,False,2,False,False,True,False,False,False,1,True,False,True,650,390.000,1.300,False,True,0,False,67
apartamentos,pe,False,True,3,False,3,True,True,True,False,True,False,2,True,True,True,1,950.000,1,True,True,1,True,99
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,699,458.000,1.800,True,True,1,False,50
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,600,462.718,154,True,True,1,True,56
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,True,650,508.793,172,True,False,2,False,58
apartamentos,pe,False,True,3,False,3,False,False,True,False,False,False,2,False,True,True,700,700.000,,False,True,1,False,90
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,True,True,True,570,330.000,1.234,False,False,0,False,44
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,2,True,True,True,550,619.000,,False,False,1,False,90
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,False,471,275.000,140,False,False,,False,44
apartamentos,pe,False,False,1,False,2,False,False,True,False,True,False,1,True,False,True,470,420.000,,True,False,0,False,52
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,475,530.000,150,False,True,1,False,60
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,1,True,True,True,750,530.000,1.700,False,False,1,False,80
apartamentos,pe,False,False,1,False,2,False,False,True,False,True,False,1,True,True,True,100,364.905,100,False,False,1,False,58
apartamentos,pe,False,True,2,False,3,False,False,True,False,False,False,1,True,True,True,1,470.000,1,False,False,1,False,67
apartamentos,pe,False,True,1,False,3,False,False,True,False,True,False,1,True,True,True,520,315.000,130,False,True,1,False,60
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,False,False,False,950,550.000,245,False,False,1,False,115
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,True,True,True,,370.000,,False,False,1,False,46
apartamentos,pe,False,False,3,False,3,False,False,False,False,True,False,1,True,True,True,,450.000,,False,False,1,False,69
apartamentos,pe,False,False,4,False,4,False,False,False,False,False,False,2,False,False,True,1,990.000,1,False,False,2,False,130
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,True,True,800,963.020,3.013,False,True,1,False,90
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,1,635.000,1,False,False,1,False,69
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,400,260.000,190,False,False,1,False,100
apartamentos,pe,False,False,1,False,2,False,False,False,False,True,False,1,True,True,True,100,380.550,100,False,True,1,False,55
apartamentos,pe,False,True,2,False,2,False,False,False,False,False,False,1,False,False,True,670,390.000,1,False,False,1,False,58
apartamentos,pe,False,True,2,False,2,False,False,True,True,True,False,1,True,True,True,550,391.200,145,True,True,2,False,56
apartamentos,pe,False,False,2,False,3,False,False,False,False,True,False,2,True,False,True,790,680.000,200,False,False,1,False,86
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,,259.000,,False,True,1,False,46
apartamentos,pe,False,True,2,False,3,False,False,False,False,False,False,1,False,False,True,430,420.000,199,True,False,1,False,65
apartamentos,pe,False,True,2,False,3,False,False,True,False,False,False,1,True,True,False,,430.000,,False,False,1,False,75
apartamentos,pe,False,False,1,False,1,False,False,True,False,False,False,1,False,False,False,1,299.000,1,False,False,0,False,37
apartamentos,pe,False,False,1,False,2,False,False,True,False,True,False,1,True,True,True,300,320.000,130,False,False,1,False,43
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,True,True,True,630,425.000,145,True,True,1,False,57
apartamentos,pe,False,False,4,False,4,False,False,True,False,False,False,2,True,False,False,1.800,950.000,7.700,False,False,2,False,200
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,2,False,True,True,1.060,565.000,210,False,False,1,False,104
apartamentos,pe,False,False,2,False,3,False,False,True,False,True,False,1,True,True,True,1,390.000,1,False,False,1,False,60
apartamentos,pe,False,True,2,False,3,False,False,False,False,False,False,1,True,False,True,680,440.000,,False,False,1,False,73
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,2,False,False,False,,770.000,,False,False,1,False,90
apartamentos,pe,False,False,0,False,3,False,False,False,False,False,False,1,False,False,False,,769.000,,False,False,1,False,89
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,False,False,False,,820.000,,False,False,3,False,96
apartamentos,pe,False,True,1,False,1,False,False,True,False,True,False,1,False,True,True,1,282.240,1,False,False,1,False,28
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,2,False,True,False,600,270.000,,False,False,1,False,118
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,True,True,528,550.000,1.600,True,True,1,False,62
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,False,True,True,300,259.000,40,False,True,,False,45
apartamentos,pe,False,True,2,False,2,True,False,True,False,True,False,1,True,True,True,,299.000,,False,False,0,False,54
apartamentos,pe,False,True,2,False,2,False,False,False,False,False,False,1,True,False,True,1,369.000,1,False,False,1,False,58
apartamentos,pe,False,True,1,False,2,False,False,False,False,True,False,1,True,True,True,1,338.400,1,False,False,1,False,48
apartamentos,pe,False,True,1,False,3,False,False,True,False,True,False,2,True,True,True,795,720.267,295,True,True,1,False,89
apartamentos,pe,False,True,1,False,3,False,False,False,False,True,False,1,True,True,True,,441.000,,False,False,1,False,68
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,2,True,False,False,1.000,750.000,250,False,True,1,False,100
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,2,True,True,True,1,985.000,1,False,False,1,False,84
apartamentos,pe,False,True,2,False,3,False,False,False,True,True,False,1,True,True,True,1,799.020,1,False,False,1,False,85
apartamentos,pe,False,True,2,False,2,False,False,False,False,False,False,1,False,False,True,750,360.000,190,False,True,1,False,54
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,11,415.000,11,False,False,1,False,49
apartamentos,pe,False,False,1,False,2,False,False,True,False,True,False,1,True,True,True,300,360.000,30,False,True,,False,67
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,True,True,1,550.000,1,False,False,1,False,79
apartamentos,pe,False,True,2,False,2,False,False,False,False,True,False,1,True,False,True,,298.000,,False,False,,False,52
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,True,True,True,1.040,600.000,,False,True,1,False,86
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,True,True,True,900,680.000,,False,False,1,False,100
apartamentos,pe,False,True,3,False,3,False,True,True,False,False,False,1,True,True,False,,425.000,,False,False,2,False,117
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,400,220.000,90,False,False,0,False,67
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,2,True,True,True,1.200,600.000,320,False,False,1,False,142
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,True,400,300.852,1.900,False,False,1,False,45
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,450,415.000,140,False,False,1,False,49
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,,360.000,,False,False,1,False,62
apartamentos,pe,False,False,2,False,2,False,False,True,False,False,False,1,True,True,True,1,495.000,1,False,False,1,False,62
apartamentos,pe,False,False,5,False,3,False,False,True,False,False,False,2,True,True,True,,950.000,,False,True,2,False,110
apartamentos,pe,False,False,1,False,2,False,False,True,False,False,False,1,True,False,True,1,400.000,1,False,False,1,False,71
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,,303.000,,True,False,1,False,49
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,483,550.000,1.882,False,False,1,False,60
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,True,675,495.000,1,False,False,1,False,65
apartamentos,pe,False,True,1,False,2,False,False,False,False,True,False,1,True,False,True,1,351.484,1,True,False,2,False,58
apartamentos,pe,False,True,1,False,2,False,False,False,False,False,False,1,True,False,True,500,340.000,,False,False,1,False,52
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,3,True,True,True,500,450.000,,True,True,1,False,62
apartamentos,pe,False,False,2,False,2,False,False,True,False,False,False,1,False,False,False,600,320.000,348,False,False,1,False,80
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,True,False,True,935,690.001,286,False,False,1,False,85
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,2,True,False,False,1.350,600.000,3.000,False,False,1,False,140
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,True,True,True,600,325.000,150,False,True,1,False,55
apartamentos,pe,False,False,2,False,2,False,False,True,False,False,False,1,False,False,True,756,440.000,1,False,False,0,False,63
apartamentos,pe,False,False,3,False,3,False,False,True,False,True,False,2,True,True,True,,599.999,,False,False,1,False,76
apartamentos,pe,False,False,1,False,3,False,False,True,False,False,False,2,True,True,True,650,450.000,,False,False,1,False,78
apartamentos,pe,False,False,1,False,3,False,False,True,False,True,False,1,True,True,True,,485.000,,False,False,1,False,67
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,1,316.940,1,False,True,1,False,53
apartamentos,pe,False,False,3,False,3,False,False,False,False,False,False,2,False,False,False,,634.000,,False,False,2,False,82
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,1,False,False,True,1,560.000,1,False,False,1,False,66
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,1,False,False,False,1,450.000,1,False,False,1,False,72
apartamentos,pe,False,True,1,False,1,True,True,True,False,True,False,1,True,True,True,1,350.000,1,True,True,0,True,27
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,2,True,True,True,1.050,495.000,2.600,False,False,1,False,94
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,650,420.000,1.657,False,False,1,False,63
apartamentos,pe,False,True,1,False,2,False,False,True,False,False,False,1,True,True,True,1,369.000,1,False,False,1,False,56
apartamentos,pe,False,False,1,False,2,False,False,False,False,False,False,1,False,False,True,250,310.000,1.500,False,False,1,False,43
apartamentos,pe,False,True,5,False,3,False,False,False,False,False,False,2,True,True,True,1.250,940.000,1,True,False,3,False,108
apartamentos,pe,False,False,2,False,2,False,False,True,False,True,False,1,False,True,True,300,310.000,1,False,False,1,False,44
apartamentos,pe,False,False,3,False,3,False,False,True,False,False,False,,False,True,True,890,359.500,,False,False,,False,72
apartamentos,pe,False,False,2,False,3,False,False,True,False,False,False,2,True,True,True,1.000,750.000,,False,False,1,False,105
apartamentos,pe,False,True,1,False,2,False,False,False,False,False,False,1,True,True,True,650,360.000,90,False,False,1,False,64
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,2,False,False,False,,600.000,,False,False,1,False,80
apartamentos,pe,False,False,2,False,2,False,False,False,False,True,False,1,True,True,True,420,319.999,143,False,False,1,False,46
apartamentos,pe,False,False,2,False,3,False,False,True,False,False,False,2,True,True,True,600,620.000,,False,False,1,False,63
apartamentos,pe,False,False,3,False,2,False,False,False,False,False,False,1,True,False,False,810,450.000,184,False,False,1,False,85
apartamentos,pe,False,False,2,False,3,False,False,False,False,False,False,1,False,False,False,300,180.000,,False,False,0,False,70
apartamentos,pe,False,True,1,False,2,False,False,True,False,True,False,1,True,True,True,,330.000,,False,False,1,False,44
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,450,300.000,,False,True,1,False,70
apartamentos,pe,False,False,3,False,4,False,False,False,False,False,False,,False,False,False,,280.000,,False,False,1,False,90
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,0,False,False,False,1,390.000,1,False,False,1,False,51
apartamentos,pe,False,True,3,False,3,False,False,True,False,True,False,2,True,True,True,900,790.000,385,False,True,1,False,109
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,170,250.000,,False,False,1,False,60
apartamentos,pe,False,True,1,False,4,False,False,True,False,True,False,2,True,True,True,,990.000,,False,True,2,False,130
apartamentos,pe,False,True,2,False,2,False,False,True,False,True,False,1,False,True,True,,418.000,,False,False,1,False,49
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,2,True,True,True,700,638.000,2.800,False,False,1,False,80
apartamentos,pe,False,False,2,False,3,False,False,True,False,False,False,1,False,False,True,,460.000,,False,False,,False,64
apartamentos,pe,False,False,2,False,2,False,False,False,False,False,False,1,False,False,False,429,498.000,158,False,False,1,False,53
apartamentos,pe,False,True,2,False,3,False,False,True,False,True,False,1,True,True,True,,273.700,,False,False,1,False,62
apartamentos,pe,False,False,1,False,3,False,False,False,False,False,False,1,True,False,False,900,450.000,160,False,False,1,False,98
